Destination_ID,Destination_Name,State,City,Category,Description,Best_Season,Avoid_Season,Ideal_Duration_Days,Budget_Category,Budget_Per_Person_INR,Hotel_Cost_Per_Night_INR,Food_Cost_Per_Day_INR,Local_Transport_Cost_INR,Family_Friendly,Couple_Friendly,Solo_Friendly,Friends_Friendly,Kids_Friendly,Senior_Citizen_Friendly,Adventure_Level,Nature_Score,Historical_Score,Religious_Score,Shopping_Score,Nightlife_Score,Safety_Score,Cleanliness_Score,Accessibility,Average_Temperature_C,Rainfall_Level,Altitude_Meters,UNESCO_Heritage,Nearest_Airport,Nearest_Railway,Latitude,Longitude,Rating,Number_of_Reviews,Popular_Activities,Nearby_Attractions,Recommended_Months,Languages_Spoken,Famous_For,Suitable_For,Parking_Available,Pet_Friendly,Wheelchair_Accessible,Eco_Tourism,Image_URL
201,Goa Beaches,Goa,Panaji,Nature,Popular tourist destination,Winter,Summer,5,High,250,100,1000.0,399,No,Y,No,no,yes,yes,6,9,3,3,8.0,5.0,3,9,Easy,32,Low,2571,N,Airport,Railway Station,,94.976764,4.0,22318,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,YES,NO,Yes,YES,https://example.com/image.jpg
202,Munnar,Kerala,Munnar,Beach,Popular tourist destination,Winter,Summer,Five Days,Luxury,250,100,1000.0,1687,NO,no,NO,Y,yes,Y,4,4,6,2,,,10,6,NA,8,Low,2882,No,Airport,Railway Station,10.970904,90.845689,4.0,16601,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,yes,N,No,NO,https://example.com/image.jpg
203,Goa Beaches,Goa,Panaji,Fort,Popular tourist destination,Winter,Summer,Five Days,Low,250,3000,1000.0,624,Yes,Y,no,NO,Yes,no,2,9,10,6,6.0,2.0,5,7,Easy,17,Medium,3393,Yes,Airport,Railway Station,13.209965,75.197299,4.3,46242,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,yes,Yes,Y,NO,https://example.com/image.jpg
204,Amritsar, Punjab ,Amritsar,Religious,Popular tourist destination,Winter,Summer,Five Days,Unknown,12000,100,500.0,758,Y,YES,NO,NO,No,no,4,3,5,4,,,10,10,Difficult,15,Low,2668,yes,Airport,Railway Station,24.946054,68.311515,3.9,31719,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,no,yes,no,Y,https://example.com/image.jpg
205,Goa Beaches,Goa,Panaji,Lake,Popular tourist destination,Winter,Summer,5 Days,Unknown,250,3000,1000.0,563,N,no,NO,Y,NO,no,6,7,7,7,,4.0,4,5,Easy,29,High,519,YES,,Railway Station,21.979694,75.109258,4.5,44324,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,No,Yes,no,No,https://example.com/image.jpg
206,Amritsar,Punjab,Amritsar,Adventure,Popular tourist destination,Winter,Summer,Five Days,Medium,12000,1500,,728,NO,Y,Yes,no,Y,N,2,10,7,10,7.0,,9,10,Difficult,16,High,1903,yes,Airport,Railway Station,,94.82517,4.2,22774,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,N,Yes,NO,no,https://example.com/image.jpg
207,Manali,Himachal Pradesh,Manali,Historical,Popular tourist destination,Winter,Summer,5,Luxury,12000,3000,500.0,1975,no,NO,NO,N,N,YES,4,6,7,1,,10.0,7,8,Easy,10,Medium,2107,No,Airport,Railway Station,,,4.6,34877,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,N,Yes,Y,Yes,https://example.com/image.jpg
208,Manali,Himachal Pradesh,Manali,Island,Popular tourist destination,Winter,Summer,05 Days,Medium,250,100,200.0,1103,N,NO,Yes,yes,no,no,7,8,4,8,6.0,,3,8,Easy,19,Low,1611,NO,Airport,Railway Station,20.173022,89.70601,4.1,30650,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,Yes,NO,Y,YES,https://example.com/image.jpg
209,Ooty,Tamil Nadu,Ooty,Forest,Popular tourist destination,Winter,Summer,5,Unknown,250,30000,200.0,379,YES,no,Yes,yes,no,Y,3,4,8,6,1.0,,1,9,Moderate,22,Low,753,yes,Airport,Railway Station,25.80049,69.185423,2.7,2596,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,N,Y,N,No,https://example.com/image.jpg
210,Amritsar,Punjab,Amritsar,Beach,Popular tourist destination,Winter,Summer,5 Days,Luxury,250,100,,328,yes,NO,YES,YES,N,NO,4,7,4,3,6.0,5.0,4,8,Moderate,37,High,2349,yes,Airport,Railway Station,16.170823,72.487472,2.6,21762,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,No,YES,yes,no,https://example.com/image.jpg
211,Jaipur,Rajasthan,Jaipur,Historical,Popular tourist destination,Winter,Summer,05 Days,High,5000,100,500.0,1879,Y,yes,No,NO,N,Yes,3,4,4,5,4.0,,9,10,Difficult,18,Low,993,NO,Airport,Railway Station,21.222342,85.801721,2.8,42744,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Solo,No,No,no,No,https://example.com/image.jpg
212,Varanasi Ghats,Uttar Pradesh,Varanasi,Adventure,Popular tourist destination,Winter,Summer,05 Days,Unknown,12000,3000,,410,NO,YES,YES,yes,YES,Yes,6,4,3,9,3.0,,8,10,Moderate,21,High,3279,N,Airport,Railway Station,25.760957,72.872578,2.8,26833,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Friends,yes,NO,no,NO,https://example.com/image.jpg
213,Manali,Himachal Pradesh,Manali,Forest,,Winter,Summer,5,Low,5000,100,1000.0,765,no,N,N,Y,NO,Yes,4,1,6,3,,4.0,5,3,Moderate,34,Medium,277,Y,Airport,Railway Station,18.398621,75.208732,4.0,29119,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,yes,Yes,No,yes,https://example.com/image.jpg
214,Jaipur,Rajasthan,Jaipur,Wildlife,Popular tourist destination,Winter,Summer,05 Days,Unknown,12000,100,200.0,1928,Yes,YES,no,yes,No,NO,1,2,6,8,,,3,6,NA,31,Medium,1620,yes,Airport,Railway Station,19.606779,86.969205,2.9,49079,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,yes,NO,no,NO,https://example.com/image.jpg
215,Amritsar,Punjab,Amritsar,Hill Station,Popular tourist destination,Winter,Summer,5,Medium,250,1500,200.0,1189,yes,yes,Yes,NO,No,YES,0,5,8,4,,,5,2,NA,21,High,2008,No,Airport,Railway Station,16.249462,83.111195,4.6,43029,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,Yes,NO,no,Y,https://example.com/image.jpg
216,Mysuru Palace, Karnataka ,Mysuru,Historical,Popular tourist destination,Winter,Summer,Five Days,High,12000,1500,500.0,391,no,N,NO,YES,no,YES,3,7,8,5,1.0,,5,9,Easy,10,High,764,YES,Airport,Railway Station,11.74129,91.571645,3.3,27014,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Luxury Travelers,Y,yes,Y,yes,https://example.com/image.jpg
217,Jaipur,Rajasthan,Jaipur,Wildlife,Popular tourist destination,Winter,Summer,5 Days,Luxury,12000,30000,200.0,549,YES,no,NO,No,YES,No,6,5,7,3,,,8,9,Difficult,38,Medium,2598,yes,Airport,Railway Station,19.941994,81.84873,4.0,25329,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Solo,YES,no,Y,YES,https://example.com/image.jpg
218,Ooty,Tamil Nadu,Ooty,Waterfall,Popular tourist destination,Winter,Summer,5 Days,High,250,100,,506,no,N,N,YES,NO,Yes,2,10,3,4,,9.0,7,4,NA,5,Medium,2168,No,,Railway Station,32.72133,80.765911,4.9,41835,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,no,yes,N,Yes,https://example.com/image.jpg
219,Jaipur,Rajasthan,Jaipur,Island,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,3000,200.0,1289,Yes,yes,no,yes,yes,YES,5,9,8,3,,7.0,7,2,Easy,5,High,1539,yes,Airport,Railway Station,18.521161,77.125787,4.3,49394,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,No,YES,N,no,https://example.com/image.jpg
220,Varanasi Ghats,Uttar Pradesh,Varanasi,Wildlife,Popular tourist destination,Winter,Summer,5,High,12000,3000,500.0,1506,yes,NO,Y,N,yes,yes,0,1,2,2,2.0,,10,4,NA,19,Medium,1572,NO,Airport,Railway Station,16.65129,,3.3,27667,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,N,yes,No,N,https://example.com/image.jpg
221,Varanasi Ghats,Uttar Pradesh,Varanasi,Adventure,Popular tourist destination,Winter,Summer,Five Days,Low,12000,1500,1000.0,722,Y,YES,YES,Yes,No,N,1,3,7,3,,8.0,1,3,Easy,12,High,227,Yes,Airport,Railway Station,19.926025,75.55277,5.0,7596,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Other,YES,YES,No,No,https://example.com/image.jpg
222,Jaipur,Rajasthan,Jaipur,Lake,Popular tourist destination,Winter,Summer,5 Days,Unknown,12000,100,200.0,1368,YES,NO,yes,Yes,No,No,4,7,1,8,,,9,4,NA,27,High,2640,YES,Airport,Railway Station,14.117612,95.017649,2.8,43066,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Solo,NO,No,no,YES,https://example.com/image.jpg
223,Jaipur,Rajasthan,Jaipur,Forest,Popular tourist destination,Winter,Summer,05 Days,Medium,250,3000,500.0,1588,no,Y,N,Y,N,No,7,1,9,10,5.0,10.0,9,10,NA,21,High,2132,yes,Airport,Railway Station,21.721424,,4.4,8671,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Solo,N,Yes,NO,no,https://example.com/image.jpg
224,Amritsar,Punjab,Amritsar,Palace,Popular tourist destination,Winter,Summer,5,High,12000,30000,1000.0,211,no,NO,NO,YES,No,YES,6,7,9,2,10.0,,9,1,Moderate,17,Medium,469,YES,Airport,Railway Station,16.477083,87.347587,3.3,35393,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,Yes,yes,No,YES,https://example.com/image.jpg
225,Ooty,Tamil Nadu,Ooty,Fort,Popular tourist destination,Winter,Summer,Five Days,Low,999999,100,1000.0,371,yes,NO,Yes,no,Y,Yes,0,3,6,6,3.0,5.0,3,10,Easy,27,High,2716,N,Airport,Railway Station,21.234452,87.423069,4.9,5748,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,Y,No,No,NO,https://example.com/image.jpg
226,Ooty,Tamil Nadu,Ooty,Fort,Popular tourist destination,Winter,Summer,05 Days,Low,5000,1500,200.0,1858,No,No,no,Y,YES,yes,4,5,8,1,,9.0,9,1,NA,34,Medium,595,N,Airport,Railway Station,11.998013,71.267991,2.6,10750,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,no,YES,Y,no,https://example.com/image.jpg
227,Manali,Himachal Pradesh,Manali,Hill Station,Popular tourist destination,Winter,Summer,Five Days,High,250,30000,,229,Yes,YES,N,N,YES,No,5,3,4,3,,9.0,7,3,NA,31,Low,1507,N,Airport,Railway Station,28.924736,70.937489,2.8,22168,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,yes,no,No,no,https://example.com/image.jpg
228,Goa Beaches,Goa,Panaji,Island,Popular tourist destination,Winter,Summer,05 Days,High,250,30000,500.0,530,NO,NO,YES,yes,N,No,7,2,7,9,,,3,5,NA,13,Medium,602,no,Airport,Railway Station,32.166574,78.534479,4.3,21158,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,No,N,yes,yes,https://example.com/image.jpg
229,Varanasi Ghats,Uttar Pradesh,Varanasi,Forest,Popular tourist destination,Winter,Summer,Five Days,Unknown,5000,30000,,1623,yes,NO,no,no,yes,Y,4,10,6,4,,,4,2,Difficult,27,Low,2486,Yes,Airport,Railway Station,22.06163,85.536262,2.9,8669,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,no,YES,Yes,yes,https://example.com/image.jpg
230,Goa Beaches,Goa,Panaji,Lake,Popular tourist destination,Winter,Summer,Five Days,Luxury,250,30000,1000.0,1681,NO,no,NO,No,YES,Y,5,5,6,7,,,9,7,NA,26,Medium,2516,NO,Airport,Railway Station,14.177899,73.119486,3.7,450,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Couple,YES,Yes,Yes,N,https://example.com/image.jpg
231,Goa Beaches,Goa,Panaji,Lake,Popular tourist destination,Winter,Summer,Five Days,Luxury,999999,1500,1000.0,249,Y,No,YES,yes,Y,N,7,1,7,2,4.0,4.0,9,2,NA,34,High,1818,No,Airport,Railway Station,,73.284702,2.8,22946,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Backpackers,N,yes,Yes,YES,https://example.com/image.jpg
232,Ooty,Tamil Nadu,Ooty,Palace,Popular tourist destination,Winter,Summer,5,High,999999,30000,200.0,782,Yes,Yes,yes,YES,yes,No,6,6,8,3,10.0,,1,9,Moderate,36,High,1013,N,Airport,Railway Station,34.120414,78.319607,4.3,16903,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Solo,N,YES,Yes,No,https://example.com/image.jpg
233,Jaipur,Rajasthan,Jaipur,Nature,Popular tourist destination,Winter,Summer,Five Days,Medium,250,1500,,283,YES,YES,No,no,Yes,yes,2,2,5,6,1.0,,5,7,NA,9,Low,1739,YES,Airport,Railway Station,28.775678,83.900512,4.1,10684,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,no,N,yes,NO,https://example.com/image.jpg
234,Amritsar,Punjab,Amritsar,Lake,Popular tourist destination,Winter,Summer,Five Days,Luxury,5000,1500,,870,yes,NO,NO,yes,yes,no,4,3,7,10,,,6,6,Easy,19,Medium,1467,Y,Airport,Railway Station,22.182888,82.182533,3.7,34650,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Family,YES,no,Yes,No,https://example.com/image.jpg
235,Munnar,Kerala,Munnar,Island,Popular tourist destination,Winter,Summer,05 Days,Low,999999,1500,,1137,NO,No,YES,YES,N,no,6,3,6,6,5.0,,10,5,NA,38,Low,2690,yes,Airport,Railway Station,23.382133,87.586147,3.4,37204,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Friends,no,No,N,yes,https://example.com/image.jpg
236,Munnar,Kerala,Munnar,Pilgrimage,Popular tourist destination,Winter,Summer,5,Low,5000,1500,500.0,1977,Yes,No,no,Yes,no,No,1,9,8,3,1.0,,4,5,Easy,8,Low,846,No,Airport,Railway Station,17.626281,76.921011,4.0,30667,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,Y,N,yes,N,https://example.com/image.jpg
237,Ooty,Tamil Nadu,Ooty,Palace,Popular tourist destination,Winter,Summer,05 Days,Luxury,250,30000,1000.0,1689,yes,no,YES,YES,NO,Yes,0,1,6,7,3.0,8.0,8,3,Easy,24,Low,2963,no,Airport,Railway Station,32.933578,88.720125,3.6,29403,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Solo,Y,NO,N,N,https://example.com/image.jpg
238,Munnar,Kerala,Munnar,Waterfall,Popular tourist destination,Winter,Summer,5,Unknown,12000,1500,200.0,1452,Y,YES,No,no,NO,NO,7,4,4,8,,,10,8,Difficult,27,Medium,1377,Y,Airport,Railway Station,13.02963,,3.1,19318,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,no,Yes,N,yes,https://example.com/image.jpg
239,Goa Beaches,Goa,Panaji,Waterfall,Popular tourist destination,Winter,Summer,05 Days,Medium,5000,3000,500.0,461,yes,yes,N,Yes,no,N,4,5,1,6,2.0,,2,2,Moderate,38,Low,2495,No,,Railway Station,12.209416,76.559442,4.9,13163,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,yes,yes,NO,yes,https://example.com/image.jpg
240,Amritsar,Punjab,Amritsar,Religious,Popular tourist destination,Winter,Summer,5 Days,Luxury,250,3000,,595,no,no,yes,no,N,Y,3,4,3,9,5.0,,7,4,Difficult,18,Low,29,yes,Airport,Railway Station,30.00894,78.903199,3.7,40802,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Backpackers,YES,N,No,Yes,https://example.com/image.jpg
241,Amritsar,Punjab,Amritsar,Historical,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,1500,1000.0,1311,Yes,Yes,NO,N,No,No,7,3,10,8,,6.0,5,8,Moderate,25,Low,2537,yes,Airport,Railway Station,9.469067,75.81867,3.6,21154,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Senior Citizens,yes,No,YES,no,https://example.com/image.jpg
242,Mysuru Palace,Karnataka,Mysuru,Adventure,Popular tourist destination,Winter,Summer,5,Unknown,12000,1500,,1406,NO,YES,N,no,YES,no,5,2,5,2,,,8,3,Difficult,12,Low,553,N,Airport,Railway Station,14.664885,92.58032,3.1,9876,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Solo,Y,no,N,Yes,https://example.com/image.jpg
243,Mysuru Palace,Karnataka,Mysuru,Desert,Popular tourist destination,Winter,Summer,5 Days,Unknown,250,3000,200.0,627,N,Yes,No,Yes,yes,N,1,9,7,9,2.0,2.0,7,3,Easy,5,Medium,2568,NO,Airport,Railway Station,33.277049,78.368884,4.8,7383,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Family,No,N,YES,yes,https://example.com/image.jpg
244,Amritsar,Punjab,Amritsar,Pilgrimage,Popular tourist destination,Winter,Summer,5 Days,Medium,250,100,1000.0,511,yes,Yes,No,no,Y,No,2,3,10,3,5.0,1.0,6,1,Easy,27,Low,2344,yes,Airport,Railway Station,20.270399,83.168459,4.7,17183,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,N,N,NO,YES,https://example.com/image.jpg
245,Amritsar,Punjab,Amritsar,Wildlife,Popular tourist destination,Winter,Summer,Five Days,Low,12000,100,1000.0,1414,no,N,Y,Y,no,No,4,9,9,2,,,10,1,Difficult,28,Medium,242,No,Airport,Railway Station,25.336251,94.786267,2.6,21561,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,Y,YES,no,yes,https://example.com/image.jpg
246,Mysuru Palace,Karnataka,Mysuru,Historical,Popular tourist destination,Winter,Summer,Five Days,Low,5000,3000,,891,YES,YES,No,Y,YES,NO,6,8,10,9,,1.0,1,5,Easy,18,High,3482,yes,Airport,Railway Station,28.6451,90.879612,5.0,7703,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,N,no,N,No,https://example.com/image.jpg
247,Munnar,Kerala,Munnar,Forest,Popular tourist destination,Winter,Summer,Five Days,Unknown,12000,1500,1000.0,1335,yes,no,Yes,Y,NO,N,6,7,7,9,4.0,6.0,6,3,Difficult,31,Low,889,yes,Airport,Railway Station,23.571688,85.951498,2.8,26005,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Backpackers,N,NO,Yes,Yes,https://example.com/image.jpg
248,Ooty,Tamil Nadu,Ooty,National Park,Popular tourist destination,Winter,Summer,5 Days,Low,5000,3000,1000.0,1155,no,Yes,No,NO,No,N,6,7,2,1,,2.0,8,4,Difficult,33,Low,1048,YES,Airport,Railway Station,12.255674,77.160099,2.5,6079,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Senior Citizens,Yes,No,yes,no,https://example.com/image.jpg
249,Amritsar,Punjab,Amritsar,Historical,Popular tourist destination,Winter,Summer,5,High,999999,1500,500.0,1702,No,YES,N,yes,yes,Yes,1,10,6,9,5.0,,10,5,Moderate,36,High,578,NO,Airport,Railway Station,29.48548,89.43404,3.9,41673,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Solo,N,no,Yes,Yes,https://example.com/image.jpg
250,Varanasi Ghats,Uttar Pradesh,Varanasi,Lake,,Winter,Summer,Five Days,Medium,12000,3000,1000.0,1827,Yes,Y,yes,YES,Yes,YES,1,3,10,1,,,4,5,NA,18,Low,3427,YES,Airport,Railway Station,21.128158,75.921471,4.4,10565,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,No,YES,Yes,no,https://example.com/image.jpg
251,Amritsar,punjab,Amritsar,Wildlife,Popular tourist destination,Winter,Summer,Five Days,Luxury,999999,1500,,1891,N,YES,No,N,No,Y,0,7,2,7,,,3,2,NA,6,Medium,1405,yes,Airport,Railway Station,18.360635,80.391632,4.4,49588,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,N,N,no,yes,https://example.com/image.jpg
252,Varanasi Ghats,Uttar Pradesh,Varanasi,National Park,Popular tourist destination,Winter,Summer,5,Unknown,999999,1500,200.0,1111,yes,no,Y,No,yes,Y,3,1,4,2,,9.0,2,8,Easy,13,Medium,2993,no,Airport,Railway Station,15.933753,73.102035,4.7,41037,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,Y,Yes,YES,no,https://example.com/image.jpg
253,Mysuru Palace,Karnataka,Mysuru,Historical,Popular tourist destination,Winter,Summer,Five Days,Unknown,5000,100,1000.0,794,N,Yes,YES,Y,no,NO,2,2,9,10,,10.0,4,5,Difficult,26,Low,2130,yes,,Railway Station,30.067343,76.557725,2.6,37499,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,YES,no,yes,N,https://example.com/image.jpg
254,Jaipur,Rajasthan,Jaipur,Religious,Popular tourist destination,Winter,Summer,5 Days,Medium,12000,1500,1000.0,1360,No,Yes,YES,no,yes,NO,1,4,8,3,,9.0,3,10,NA,10,High,3049,N,Airport,Railway Station,,88.313675,3.5,35515,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Senior Citizens,no,yes,Y,YES,https://example.com/image.jpg
255,Varanasi Ghats,Uttar Pradesh,Varanasi,Nature,Popular tourist destination,Winter,Summer,5,Luxury,12000,3000,200.0,906,NO,Yes,no,NO,NO,Y,3,3,4,8,7.0,1.0,1,3,Difficult,25,High,3130,NO,Airport,Railway Station,24.99861,95.056372,4.0,22774,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,No,N,Yes,No,https://example.com/image.jpg
256,Goa Beaches,Goa,Panaji,Forest,Popular tourist destination,Winter,Summer,5 Days,Medium,999999,3000,1000.0,109,Y,yes,NO,No,Yes,NO,1,5,1,3,,,9,1,Easy,13,Low,3328,Yes,Airport,Railway Station,17.165837,87.220305,4.2,4848,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Couple,NO,NO,no,No,https://example.com/image.jpg
257,Amritsar,Punjab,Amritsar,Religious,Popular tourist destination,Winter,Summer,5,Unknown,12000,1500,1000.0,229,N,No,Yes,N,Y,yes,5,7,4,3,,,6,2,Easy,16,Low,2594,NO,Airport,Railway Station,30.404543,71.574892,4.8,24979,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Backpackers,Y,yes,no,NO,https://example.com/image.jpg
258,Ooty,Tamil Nadu,Ooty,Pilgrimage,Popular tourist destination,Winter,Summer,Five Days,High,5000,100,500.0,1901,YES,Yes,Y,Y,Yes,No,0,10,1,1,,6.0,3,1,Easy,33,Low,1625,Y,Airport,Railway Station,25.597607,75.013259,2.8,26096,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Other,N,N,YES,NO,https://example.com/image.jpg
259,Ooty,Tamil Nadu,Ooty,Fort,Popular tourist destination,Winter,Summer,Five Days,Unknown,5000,3000,500.0,691,Y,NO,NO,NO,no,yes,7,2,3,9,,2.0,1,10,Easy,16,Medium,3011,No,Airport,Railway Station,13.50683,77.062808,3.9,24779,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,Y,no,N,NO,https://example.com/image.jpg
260,Ooty,Tamil Nadu,Ooty,Island,Popular tourist destination,Winter,Summer,05 Days,Low,5000,1500,500.0,1163,N,NO,NO,yes,No,N,3,5,2,4,,,6,7,Easy,23,Low,2238,Y,Airport,Railway Station,14.820991,80.912819,3.1,44605,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,N,yes,YES,N,https://example.com/image.jpg
261,Ooty,Tamil Nadu,Ooty,Island,Popular tourist destination,Winter,Summer,5 Days,Luxury,5000,100,1000.0,709,YES,N,N,N,NO,Y,4,8,9,5,7.0,,9,2,NA,7,Low,2684,N,Airport,Railway Station,17.069722,78.939488,4.7,26114,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,yes,No,YES,No,https://example.com/image.jpg
262,Goa Beaches,Goa,Panaji,Pilgrimage,Popular tourist destination,Winter,Summer,Five Days,Luxury,12000,30000,,1797,yes,N,No,Yes,Y,yes,4,10,10,7,2.0,,4,9,Easy,34,Medium,733,Yes,Airport,Railway Station,,95.256396,3.4,36057,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,no,Y,NO,Y,https://example.com/image.jpg
